"report_number","date_reported","date_of_occurrence","time_of_occurrence","city","crime_code","crime_description","victim_age","victim_gender","weapon_used","crime_domain","police_deployed","case_closed","date_case_closed","year_of_occurrence"
34381,2023-12-03 21:00:00,2023-03-12 12:00:00,"00:04:00","Surat",484,"ASSAULT",40,"F","Blunt Object","Violent Crime",2,"Yes",2024-01-21 21:00:00,"2023"
34382,2023-12-04 19:00:00,2023-03-12 13:00:00,"05:18:00","Lucknow",281,"ROBBERY",33,"F","None","Violent Crime",3,"Yes",2024-05-31 19:00:00,"2023"
34383,2023-12-05 03:00:00,2023-03-12 14:00:00,"20:14:00","Ahmedabad",351,"HOMICIDE",47,"M","Other","Other Crime",4,"Yes",2025-10-03 03:00:00,"2023"
34384,2023-12-06 04:00:00,2023-03-12 15:00:00,"16:07:00","Ludhiana",145,"VANDALISM",72,"F","Other","Other Crime",2,"Yes",2024-02-23 04:00:00,"2023"
34385,2023-12-04 17:00:00,2023-03-12 16:00:00,"20:04:00","Hyderabad",308,"DRUG OFFENSE",62,"F","Other","Other Crime",6,"No",NA,"2023"
34386,2023-12-05 06:00:00,2023-03-12 17:00:00,"02:21:00","Ludhiana",257,"BURGLARY",15,"F","None","Other Crime",18,"Yes",2024-03-17 06:00:00,"2023"
34387,2023-12-05,2023-03-12 18:00:00,"10:54:00","Kolkata",162,"ROBBERY",62,"F","Firearm","Violent Crime",3,"Yes",2024-02-27,"2023"
34388,2023-12-05 08:00:00,2023-03-12 19:00:00,"00:00:00","Kanpur",381,"EXTORTION",71,"M","Firearm","Other Crime",7,"Yes",2024-01-18 08:00:00,"2023"
34389,2023-12-06 08:00:00,2023-03-12 20:00:00,"00:50:00","Chennai",212,"KIDNAPPING",37,"M","Other","Other Crime",19,"Yes",2024-01-19 08:00:00,"2023"
34390,2023-12-06 06:00:00,2023-03-12 21:00:00,"10:31:00","Nagpur",268,"PUBLIC INTOXICATION",36,"F","Explosives","Other Crime",19,"No",NA,"2023"
34391,2023-12-04 04:00:00,2023-03-12 22:00:00,"17:14:00","Chennai",572,"SHOPLIFTING",34,"F","Explosives","Other Crime",15,"No",NA,"2023"
34392,2023-12-05 11:00:00,2023-03-12 23:00:00,"11:14:00","Kolkata",581,"BURGLARY",27,"F","Knife","Other Crime",16,"No",NA,"2023"
34393,2023-12-05 19:00:00,2023-04-12,"20:20:00","Kolkata",428,"BURGLARY",28,"M","Other","Other Crime",3,"No",NA,"2023"
34394,2023-12-05 16:00:00,2023-04-12 01:00:00,"01:56:00","Bhopal",204,"ARSON",78,"F","Firearm","Fire Accident",1,"Yes",2023-12-28 16:00:00,"2023"
34395,2023-12-04 11:00:00,2023-04-12 02:00:00,"23:48:00","Bhopal",289,"FRAUD",38,"F","Firearm","Other Crime",16,"No",NA,"2023"
34396,2023-12-04 19:00:00,2023-04-12 03:00:00,"19:31:00","Srinagar",480,"CYBERCRIME",54,"F","Firearm","Other Crime",10,"No",NA,"2023"
34397,2023-12-06 12:00:00,2023-04-12 04:00:00,"11:34:00","Hyderabad",578,"EXTORTION",38,"F","Other","Other Crime",3,"No",NA,"2023"
34398,2023-12-04 19:00:00,2023-04-12 05:00:00,"11:03:00","Ghaziabad",427,"BURGLARY",12,"F","None","Other Crime",14,"No",NA,"2023"
34399,2023-12-04 13:00:00,2023-04-12 06:00:00,"23:09:00","Delhi",235,"EXTORTION",72,"F","Other","Other Crime",5,"Yes",2024-03-02 13:00:00,"2023"
34400,2023-12-07 03:00:00,2023-04-12 07:00:00,"14:24:00","Delhi",243,"PUBLIC INTOXICATION",54,"F","Explosives","Other Crime",14,"Yes",2023-12-21 03:00:00,"2023"
34401,2023-12-04 22:00:00,2023-04-12 08:00:00,"17:33:00","Pune",104,"DOMESTIC VIOLENCE",74,"M","Knife","Violent Crime",9,"Yes",2024-02-07 22:00:00,"2023"
34402,2023-12-05 01:00:00,2023-04-12 09:00:00,"07:24:00","Delhi",372,"EXTORTION",41,"F","Blunt Object","Other Crime",12,"No",NA,"2023"
34403,2023-12-05 22:00:00,2023-04-12 10:00:00,"21:22:00","Hyderabad",127,"ARSON",24,"F","Knife","Fire Accident",4,"Yes",2024-02-11 22:00:00,"2023"
34404,2023-12-06 22:00:00,2023-04-12 11:00:00,"22:07:00","Kolkata",131,"DOMESTIC VIOLENCE",53,"F","Firearm","Violent Crime",17,"No",NA,"2023"
34405,2023-12-04 20:00:00,2023-04-12 12:00:00,"07:39:00","Nagpur",448,"KIDNAPPING",20,"F","Knife","Other Crime",15,"Yes",2024-02-24 20:00:00,"2023"
34406,2023-12-04 15:00:00,2023-04-12 13:00:00,"13:13:00","Lucknow",470,"ARSON",30,"M","Poison","Fire Accident",13,"No",NA,"2023"
34407,2023-12-05 03:00:00,2023-04-12 14:00:00,"11:37:00","Pune",472,"COUNTERFEITING",23,"M","Blunt Object","Other Crime",8,"No",NA,"2023"
34408,2023-12-05 20:00:00,2023-04-12 15:00:00,"22:45:00","Bangalore",127,"ASSAULT",62,"F","Other","Violent Crime",8,"No",NA,"2023"
34409,2023-12-07 02:00:00,2023-04-12 16:00:00,"13:30:00","Mumbai",347,"SHOPLIFTING",18,"M","Poison","Other Crime",12,"Yes",2023-12-23 02:00:00,"2023"
34410,2023-12-07 12:00:00,2023-04-12 17:00:00,"21:23:00","Mumbai",579,"DRUG OFFENSE",57,"M","Knife","Other Crime",5,"Yes",2023-12-24 12:00:00,"2023"
34411,2023-12-06 22:00:00,2023-04-12 18:00:00,"18:23:00","Delhi",466,"BURGLARY",50,"F","Explosives","Other Crime",10,"Yes",2024-03-01 22:00:00,"2023"
34412,2023-12-05 04:00:00,2023-04-12 19:00:00,"07:47:00","Bangalore",264,"ARSON",75,"F","Knife","Fire Accident",9,"Yes",2024-01-10 04:00:00,"2023"
34413,2023-12-05 03:00:00,2023-04-12 20:00:00,"10:16:00","Delhi",415,"ILLEGAL POSSESSION",40,"F","Explosives","Other Crime",4,"Yes",2024-02-15 03:00:00,"2023"
34414,2023-12-05 14:00:00,2023-04-12 21:00:00,"14:17:00","Kolkata",522,"CYBERCRIME",78,"F","None","Other Crime",16,"No",NA,"2023"
34415,2023-12-07 11:00:00,2023-04-12 22:00:00,"04:38:00","Mumbai",357,"ILLEGAL POSSESSION",54,"F","Poison","Other Crime",19,"No",NA,"2023"
34416,2023-12-07 16:00:00,2023-04-12 23:00:00,"10:12:00","Mumbai",337,"TRAFFIC VIOLATION",19,"F","Explosives","Traffic Fatality",17,"No",NA,"2023"
34417,2023-12-07 19:00:00,2023-05-12,"03:11:00","Ghaziabad",120,"SEXUAL ASSAULT",70,"F","None","Violent Crime",10,"Yes",2025-10-11 19:00:00,"2023"
34418,2023-12-07 08:00:00,2023-05-12 01:00:00,"08:33:00","Pune",524,"ILLEGAL POSSESSION",77,"F","Knife","Other Crime",17,"No",NA,"2023"
34419,2023-12-05 15:00:00,2023-05-12 02:00:00,"18:18:00","Surat",540,"CYBERCRIME",33,"F","Blunt Object","Other Crime",6,"Yes",2024-01-10 15:00:00,"2023"
34420,2023-12-06 04:00:00,2023-05-12 03:00:00,"14:25:00","Kanpur",474,"ARSON",16,"F","Other","Fire Accident",3,"No",NA,"2023"
34421,2023-12-05 12:00:00,2023-05-12 04:00:00,"10:45:00","Mumbai",269,"ARSON",41,"F","Poison","Fire Accident",5,"No",NA,"2023"
34422,2023-12-08 03:00:00,2023-05-12 05:00:00,"00:58:00","Mumbai",296,"KIDNAPPING",23,"M","Firearm","Other Crime",10,"Yes",2023-12-23 03:00:00,"2023"
34423,2023-12-08 01:00:00,2023-05-12 06:00:00,"09:05:00","Visakhapatnam",479,"COUNTERFEITING",19,"F","Explosives","Other Crime",15,"Yes",2024-03-02 01:00:00,"2023"
34424,2023-12-07 05:00:00,2023-05-12 07:00:00,"08:40:00","Delhi",142,"HOMICIDE",16,"F","Poison","Other Crime",2,"No",NA,"2023"
34425,2023-12-07,2023-05-12 08:00:00,"09:28:00","Kanpur",274,"ARSON",57,"M","Poison","Fire Accident",6,"No",NA,"2023"
34426,2023-12-07 07:00:00,2023-05-12 09:00:00,"19:31:00","Surat",117,"ARSON",17,"F","None","Fire Accident",9,"No",NA,"2023"
34427,2023-12-05 13:00:00,2023-05-12 10:00:00,"01:50:00","Lucknow",150,"EXTORTION",74,"F","None","Other Crime",15,"No",NA,"2023"
34428,2023-12-07 19:00:00,2023-05-12 11:00:00,"07:08:00","Mumbai",232,"ROBBERY",26,"F","Poison","Violent Crime",11,"Yes",2024-03-24 19:00:00,"2023"
34429,2023-12-07 09:00:00,2023-05-12 12:00:00,"05:33:00","Pune",354,"CYBERCRIME",32,"F","Firearm","Other Crime",8,"No",NA,"2023"
34430,2023-12-08 07:00:00,2023-05-12 13:00:00,"08:23:00","Mumbai",386,"EXTORTION",56,"F","Other","Other Crime",8,"No",NA,"2023"
34431,2023-12-07 10:00:00,2023-05-12 14:00:00,"13:48:00","Agra",138,"CYBERCRIME",48,"F","Firearm","Other Crime",5,"No",NA,"2023"
34432,2023-12-07 15:00:00,2023-05-12 15:00:00,"09:30:00","Ahmedabad",226,"HOMICIDE",53,"M","Knife","Other Crime",4,"No",NA,"2023"
34433,2023-12-06 15:00:00,2023-05-12 16:00:00,"23:00:00","Mumbai",491,"ROBBERY",55,"F","Firearm","Violent Crime",8,"No",NA,"2023"
34434,2023-12-06 01:00:00,2023-05-12 17:00:00,"17:24:00","Hyderabad",580,"DRUG OFFENSE",67,"M","None","Other Crime",17,"No",NA,"2023"
34435,2023-12-07 03:00:00,2023-05-12 18:00:00,"15:51:00","Pune",196,"TRAFFIC VIOLATION",43,"F","Knife","Traffic Fatality",11,"Yes",2023-12-29 03:00:00,"2023"
34436,2023-12-08 13:00:00,2023-05-12 19:00:00,"19:51:00","Thane",269,"TRAFFIC VIOLATION",53,"F","Poison","Traffic Fatality",5,"Yes",2023-12-13 13:00:00,"2023"
34437,2023-12-08,2023-05-12 20:00:00,"16:11:00","Mumbai",285,"ILLEGAL POSSESSION",72,"M","Other","Other Crime",7,"Yes",2024-01-07,"2023"
34438,2023-12-07 13:00:00,2023-05-12 21:00:00,"07:42:00","Nashik",582,"VANDALISM",63,"M","Blunt Object","Other Crime",7,"No",NA,"2023"
34439,2023-12-07 05:00:00,2023-05-12 22:00:00,"23:43:00","Delhi",353,"CYBERCRIME",74,"F","Blunt Object","Other Crime",3,"Yes",2024-01-31 05:00:00,"2023"
34440,2023-12-08 01:00:00,2023-05-12 23:00:00,"22:25:00","Surat",424,"KIDNAPPING",78,"F","Explosives","Other Crime",8,"No",NA,"2023"
34441,2023-12-07 15:00:00,2023-06-12,"07:19:00","Ludhiana",561,"VANDALISM",69,"F","Blunt Object","Other Crime",13,"Yes",2024-02-16 15:00:00,"2023"
34442,2023-12-06 05:00:00,2023-06-12 01:00:00,"19:05:00","Chennai",364,"ASSAULT",29,"M","Blunt Object","Violent Crime",7,"No",NA,"2023"
34443,2023-12-07,2023-06-12 02:00:00,"19:07:00","Ahmedabad",517,"SEXUAL ASSAULT",10,"M","None","Violent Crime",18,"No",NA,"2023"
34444,2023-12-08 09:00:00,2023-06-12 03:00:00,"04:13:00","Ludhiana",311,"BURGLARY",49,"M","Blunt Object","Other Crime",15,"No",NA,"2023"
34445,2023-12-06 23:00:00,2023-06-12 04:00:00,"09:31:00","Jaipur",505,"ARSON",55,"M","Knife","Fire Accident",4,"No",NA,"2023"
34446,2023-12-07 12:00:00,2023-06-12 05:00:00,"10:38:00","Pune",381,"VANDALISM",75,"M","None","Other Crime",19,"Yes",2024-02-11 12:00:00,"2023"
34447,2023-12-08 17:00:00,2023-06-12 06:00:00,"18:12:00","Bangalore",507,"DOMESTIC VIOLENCE",76,"F","Explosives","Violent Crime",7,"Yes",2024-02-24 17:00:00,"2023"
34448,2023-12-07 03:00:00,2023-06-12 07:00:00,"00:55:00","Kolkata",164,"CYBERCRIME",33,"F","Firearm","Other Crime",14,"Yes",2024-03-02 03:00:00,"2023"
34449,2023-12-08 09:00:00,2023-06-12 08:00:00,"01:54:00","Bangalore",444,"TRAFFIC VIOLATION",10,"F","None","Traffic Fatality",11,"No",NA,"2023"
34450,2023-12-08 13:00:00,2023-06-12 09:00:00,"23:34:00","Hyderabad",573,"PUBLIC INTOXICATION",53,"M","None","Other Crime",15,"Yes",2023-12-27 13:00:00,"2023"
34451,2023-12-06 14:00:00,2023-06-12 10:00:00,"08:48:00","Chennai",330,"CYBERCRIME",41,"M","Poison","Other Crime",7,"Yes",2023-12-18 14:00:00,"2023"
34452,2023-12-07 15:00:00,2023-06-12 11:00:00,"01:43:00","Kanpur",336,"ROBBERY",66,"M","Explosives","Violent Crime",4,"Yes",2024-04-21 15:00:00,"2023"
34453,2023-12-07 15:00:00,2023-06-12 12:00:00,"20:19:00","Bangalore",186,"SEXUAL ASSAULT",55,"F","Knife","Violent Crime",8,"No",NA,"2023"
34454,2023-12-08 12:00:00,2023-06-12 13:00:00,"15:14:00","Surat",150,"KIDNAPPING",75,"F","Blunt Object","Other Crime",17,"No",NA,"2023"
34455,2023-12-08,2023-06-12 14:00:00,"19:46:00","Mumbai",482,"PUBLIC INTOXICATION",57,"M","Explosives","Other Crime",2,"No",NA,"2023"
34456,2023-12-06 23:00:00,2023-06-12 15:00:00,"17:24:00","Mumbai",530,"VANDALISM",74,"M","None","Other Crime",4,"Yes",2023-12-14 23:00:00,"2023"
34457,2023-12-09,2023-06-12 16:00:00,"17:13:00","Mumbai",390,"TRAFFIC VIOLATION",74,"F","Blunt Object","Traffic Fatality",10,"Yes",2023-12-27,"2023"
34458,2023-12-08 14:00:00,2023-06-12 17:00:00,"19:10:00","Hyderabad",314,"KIDNAPPING",73,"F","Poison","Other Crime",3,"Yes",2024-01-09 14:00:00,"2023"
34459,2023-12-08,2023-06-12 18:00:00,"03:07:00","Surat",576,"TRAFFIC VIOLATION",52,"M","Knife","Traffic Fatality",13,"No",NA,"2023"
34460,2023-12-08 07:00:00,2023-06-12 19:00:00,"13:27:00","Ghaziabad",509,"ROBBERY",41,"F","Knife","Violent Crime",14,"No",NA,"2023"
34461,2023-12-08 15:00:00,2023-06-12 20:00:00,"14:27:00","Bangalore",356,"FIREARM OFFENSE",10,"F","Knife","Fire Accident",8,"No",NA,"2023"
34462,2023-12-09 12:00:00,2023-06-12 21:00:00,"17:49:00","Kalyan",135,"EXTORTION",50,"F","Other","Other Crime",8,"No",NA,"2023"
34463,2023-12-09,2023-06-12 22:00:00,"05:39:00","Bangalore",339,"FIREARM OFFENSE",63,"F","None","Fire Accident",12,"No",NA,"2023"
34464,2023-12-07,2023-06-12 23:00:00,"00:47:00","Delhi",392,"IDENTITY THEFT",63,"M","None","Violent Crime",16,"No",NA,"2023"
34465,2023-12-07 02:00:00,2023-07-12,"18:19:00","Ahmedabad",352,"KIDNAPPING",42,"F","Knife","Other Crime",4,"Yes",2024-02-21 02:00:00,"2023"
34466,2023-12-08 01:00:00,2023-07-12 01:00:00,"09:01:00","Hyderabad",336,"CYBERCRIME",33,"M","Explosives","Other Crime",5,"Yes",2024-02-16 01:00:00,"2023"
34467,2023-12-09 08:00:00,2023-07-12 02:00:00,"08:53:00","Chennai",533,"DRUG OFFENSE",29,"F","Firearm","Other Crime",13,"Yes",2024-02-07 08:00:00,"2023"
34468,2023-12-07 08:00:00,2023-07-12 03:00:00,"18:40:00","Faridabad",586,"IDENTITY THEFT",66,"F","Explosives","Violent Crime",9,"Yes",2024-02-23 08:00:00,"2023"
34469,2023-12-09 12:00:00,2023-07-12 04:00:00,"15:48:00","Lucknow",320,"COUNTERFEITING",28,"F","Poison","Other Crime",13,"Yes",2023-12-19 12:00:00,"2023"
34470,2023-12-08 14:00:00,2023-07-12 05:00:00,"10:00:00","Bangalore",136,"IDENTITY THEFT",70,"F","Other","Violent Crime",9,"Yes",2024-01-09 14:00:00,"2023"
34471,2023-12-08 18:00:00,2023-07-12 06:00:00,"18:36:00","Mumbai",231,"SHOPLIFTING",47,"M","Explosives","Other Crime",10,"No",NA,"2023"
34472,2023-12-07 09:00:00,2023-07-12 07:00:00,"21:47:00","Bangalore",455,"IDENTITY THEFT",56,"M","None","Violent Crime",16,"No",NA,"2023"
34473,2023-12-08 21:00:00,2023-07-12 08:00:00,"11:03:00","Nagpur",305,"DRUG OFFENSE",17,"F","Knife","Other Crime",12,"Yes",2024-02-05 21:00:00,"2023"
34474,2023-12-07 14:00:00,2023-07-12 09:00:00,"00:59:00","Delhi",415,"HOMICIDE",50,"M","Blunt Object","Other Crime",18,"Yes",2025-11-13 14:00:00,"2023"
34475,2023-12-08 01:00:00,2023-07-12 10:00:00,"15:31:00","Bangalore",297,"PUBLIC INTOXICATION",53,"F","Poison","Other Crime",15,"Yes",2023-12-24 01:00:00,"2023"
34476,2023-12-09 21:00:00,2023-07-12 11:00:00,"07:54:00","Mumbai",242,"TRAFFIC VIOLATION",46,"F","Poison","Traffic Fatality",19,"Yes",2023-12-23 21:00:00,"2023"
34477,2023-12-08 21:00:00,2023-07-12 12:00:00,"16:59:00","Jaipur",465,"ASSAULT",14,"F","Poison","Violent Crime",3,"Yes",2023-12-25 21:00:00,"2023"
34478,2023-12-09 14:00:00,2023-07-12 13:00:00,"00:58:00","Lucknow",544,"ILLEGAL POSSESSION",43,"F","Blunt Object","Other Crime",6,"Yes",2024-02-21 14:00:00,"2023"
34479,2023-12-10 05:00:00,2023-07-12 14:00:00,"02:25:00","Delhi",161,"KIDNAPPING",19,"F","Other","Other Crime",5,"Yes",2024-02-28 05:00:00,"2023"
34480,2023-12-08 11:00:00,2023-07-12 15:00:00,"22:11:00","Pune",231,"CYBERCRIME",34,"M","Knife","Other Crime",17,"Yes",2024-01-07 11:00:00,"2023"
34481,2023-12-09 07:00:00,2023-07-12 16:00:00,"15:29:00","Mumbai",226,"ARSON",28,"F","Other","Fire Accident",15,"Yes",2024-03-06 07:00:00,"2023"
34482,2023-12-08 18:00:00,2023-07-12 17:00:00,"19:28:00","Bhopal",555,"ASSAULT",16,"M","Blunt Object","Violent Crime",7,"No",NA,"2023"
34483,2023-12-08 16:00:00,2023-07-12 18:00:00,"19:42:00","Vasai",319,"TRAFFIC VIOLATION",46,"F","Blunt Object","Traffic Fatality",9,"No",NA,"2023"
34484,2023-12-07 23:00:00,2023-07-12 19:00:00,"05:03:00","Kolkata",458,"SEXUAL ASSAULT",48,"M","Blunt Object","Violent Crime",1,"No",NA,"2023"
34485,2023-12-09 14:00:00,2023-07-12 20:00:00,"00:57:00","Hyderabad",254,"HOMICIDE",24,"F","Blunt Object","Other Crime",14,"No",NA,"2023"
34486,2023-12-09 13:00:00,2023-07-12 21:00:00,"11:53:00","Kanpur",399,"FIREARM OFFENSE",11,"F","Blunt Object","Fire Accident",6,"No",NA,"2023"
34487,2023-12-10 17:00:00,2023-07-12 22:00:00,"02:56:00","Bhopal",204,"DRUG OFFENSE",56,"F","Blunt Object","Other Crime",12,"No",NA,"2023"
34488,2023-12-09 02:00:00,2023-07-12 23:00:00,"18:15:00","Lucknow",511,"CYBERCRIME",28,"M","Firearm","Other Crime",16,"Yes",2024-01-29 02:00:00,"2023"
34489,2023-12-08 03:00:00,2023-08-12,"02:10:00","Delhi",135,"SHOPLIFTING",78,"F","Poison","Other Crime",4,"No",NA,"2023"
34490,2023-12-09 15:00:00,2023-08-12 01:00:00,"18:47:00","Delhi",520,"FRAUD",28,"F","Explosives","Other Crime",9,"No",NA,"2023"
34491,2023-12-10 14:00:00,2023-08-12 02:00:00,"12:37:00","Delhi",211,"SEXUAL ASSAULT",21,"M","Other","Violent Crime",13,"No",NA,"2023"
34492,2023-12-09 15:00:00,2023-08-12 03:00:00,"09:08:00","Bangalore",131,"KIDNAPPING",35,"F","Explosives","Other Crime",11,"Yes",2024-02-01 15:00:00,"2023"
34493,2023-12-09 11:00:00,2023-08-12 04:00:00,"03:26:00","Delhi",549,"ILLEGAL POSSESSION",17,"M","None","Other Crime",9,"Yes",2024-03-06 11:00:00,"2023"
34494,2023-12-08 15:00:00,2023-08-12 05:00:00,"14:24:00","Pune",556,"EXTORTION",48,"M","Poison","Other Crime",16,"No",NA,"2023"
34495,2023-12-08 16:00:00,2023-08-12 06:00:00,"10:19:00","Delhi",421,"HOMICIDE",24,"F","Poison","Other Crime",5,"Yes",2024-06-18 16:00:00,"2023"
34496,2023-12-09 15:00:00,2023-08-12 07:00:00,"13:16:00","Surat",576,"IDENTITY THEFT",58,"F","Other","Violent Crime",8,"Yes",2024-03-01 15:00:00,"2023"
34497,2023-12-10 23:00:00,2023-08-12 08:00:00,"21:03:00","Chennai",527,"TRAFFIC VIOLATION",70,"F","Explosives","Traffic Fatality",15,"Yes",2024-01-04 23:00:00,"2023"
34498,2023-12-09 23:00:00,2023-08-12 09:00:00,"16:51:00","Kolkata",515,"ROBBERY",19,"M","None","Violent Crime",17,"Yes",2024-02-20 23:00:00,"2023"
34499,2023-12-09 04:00:00,2023-08-12 10:00:00,"21:22:00","Ghaziabad",371,"PUBLIC INTOXICATION",18,"F","None","Other Crime",11,"Yes",2024-01-06 04:00:00,"2023"
34500,2023-12-09 06:00:00,2023-08-12 11:00:00,"15:44:00","Faridabad",364,"SHOPLIFTING",38,"F","Explosives","Other Crime",4,"No",NA,"2023"
34501,2023-12-08 20:00:00,2023-08-12 12:00:00,"02:20:00","Rajkot",289,"FIREARM OFFENSE",37,"M","Poison","Fire Accident",2,"No",NA,"2023"
34502,2023-12-10 03:00:00,2023-08-12 13:00:00,"13:00:00","Mumbai",494,"SEXUAL ASSAULT",56,"M","Poison","Violent Crime",19,"Yes",2024-12-17 03:00:00,"2023"
34503,2023-12-10 13:00:00,2023-08-12 14:00:00,"01:50:00","Ghaziabad",304,"SHOPLIFTING",22,"M","None","Other Crime",2,"Yes",2024-01-04 13:00:00,"2023"
34504,2023-12-10 22:00:00,2023-08-12 15:00:00,"08:44:00","Bangalore",436,"SEXUAL ASSAULT",78,"M","Firearm","Violent Crime",11,"Yes",2025-09-26 22:00:00,"2023"
34505,2023-12-09 17:00:00,2023-08-12 16:00:00,"08:10:00","Ghaziabad",440,"FRAUD",22,"M","Other","Other Crime",4,"Yes",2024-02-03 17:00:00,"2023"
34506,2023-12-09 02:00:00,2023-08-12 17:00:00,"16:15:00","Ludhiana",572,"EXTORTION",16,"F","Explosives","Other Crime",9,"Yes",2024-03-01 02:00:00,"2023"
34507,2023-12-10 19:00:00,2023-08-12 18:00:00,"17:19:00","Hyderabad",372,"KIDNAPPING",16,"M","None","Other Crime",7,"No",NA,"2023"
34508,2023-12-09 23:00:00,2023-08-12 19:00:00,"07:05:00","Agra",290,"VEHICLE - STOLEN",29,"M","Explosives","Violent Crime",2,"No",NA,"2023"
34509,2023-12-10 23:00:00,2023-08-12 20:00:00,"11:14:00","Chennai",210,"ROBBERY",30,"M","None","Violent Crime",12,"No",NA,"2023"
34510,2023-12-09 05:00:00,2023-08-12 21:00:00,"18:47:00","Surat",340,"ILLEGAL POSSESSION",37,"F","Other","Other Crime",12,"No",NA,"2023"
34511,2023-12-10 23:00:00,2023-08-12 22:00:00,"08:42:00","Mumbai",297,"ASSAULT",23,"M","Explosives","Violent Crime",15,"Yes",2023-12-27 23:00:00,"2023"
34512,2023-12-10 13:00:00,2023-08-12 23:00:00,"10:23:00","Rajkot",130,"IDENTITY THEFT",20,"M","Blunt Object","Violent Crime",6,"Yes",2024-02-27 13:00:00,"2023"
34513,2023-12-10 16:00:00,2023-09-12,"11:29:00","Kanpur",403,"SHOPLIFTING",61,"F","Explosives","Other Crime",18,"No",NA,"2023"
34514,2023-12-11,2023-09-12 01:00:00,"13:18:00","Jaipur",594,"SHOPLIFTING",48,"F","Other","Other Crime",7,"No",NA,"2023"
34515,2023-12-10 09:00:00,2023-09-12 02:00:00,"03:35:00","Chennai",224,"PUBLIC INTOXICATION",67,"F","Firearm","Other Crime",15,"Yes",2023-12-13 09:00:00,"2023"
34516,2023-12-09 23:00:00,2023-09-12 03:00:00,"08:32:00","Lucknow",327,"HOMICIDE",44,"M","Explosives","Other Crime",17,"Yes",2025-03-22 23:00:00,"2023"
34517,2023-12-11 13:00:00,2023-09-12 04:00:00,"03:44:00","Rajkot",228,"HOMICIDE",30,"F","Poison","Other Crime",9,"No",NA,"2023"
34518,2023-12-10 16:00:00,2023-09-12 05:00:00,"06:23:00","Jaipur",217,"ASSAULT",54,"F","Firearm","Violent Crime",2,"No",NA,"2023"
34519,2023-12-09 13:00:00,2023-09-12 06:00:00,"12:20:00","Hyderabad",230,"PUBLIC INTOXICATION",51,"F","Explosives","Other Crime",6,"Yes",2023-12-22 13:00:00,"2023"
34520,2023-12-11 01:00:00,2023-09-12 07:00:00,"09:38:00","Bhopal",576,"CYBERCRIME",77,"M","Poison","Other Crime",2,"Yes",2024-03-01 01:00:00,"2023"
34521,2023-12-10 23:00:00,2023-09-12 08:00:00,"18:48:00","Kolkata",553,"EXTORTION",45,"F","Other","Other Crime",11,"No",NA,"2023"
34522,2023-12-10 09:00:00,2023-09-12 09:00:00,"14:37:00","Bangalore",246,"BURGLARY",13,"M","Knife","Other Crime",19,"Yes",2024-05-27 09:00:00,"2023"
34523,2023-12-10,2023-09-12 10:00:00,"17:43:00","Ghaziabad",430,"TRAFFIC VIOLATION",13,"M","Blunt Object","Traffic Fatality",10,"Yes",2024-01-04,"2023"
34524,2023-12-09 14:00:00,2023-09-12 11:00:00,"17:30:00","Nagpur",499,"EXTORTION",59,"M","Firearm","Other Crime",16,"Yes",2024-02-17 14:00:00,"2023"
34525,2023-12-09 20:00:00,2023-09-12 12:00:00,"22:15:00","Mumbai",523,"VANDALISM",59,"F","Firearm","Other Crime",1,"No",NA,"2023"
34526,2023-12-11 10:00:00,2023-09-12 13:00:00,"05:40:00","Mumbai",458,"SEXUAL ASSAULT",50,"M","Poison","Violent Crime",8,"Yes",2025-09-07 10:00:00,"2023"
34527,2023-12-09 21:00:00,2023-09-12 14:00:00,"17:30:00","Delhi",119,"IDENTITY THEFT",40,"M","Poison","Violent Crime",3,"No",NA,"2023"
34528,2023-12-12 13:00:00,2023-09-12 15:00:00,"20:29:00","Mumbai",192,"HOMICIDE",65,"M","Other","Other Crime",5,"Yes",2024-08-26 13:00:00,"2023"
34529,2023-12-11 07:00:00,2023-09-12 16:00:00,"12:50:00","Pune",432,"TRAFFIC VIOLATION",42,"M","None","Traffic Fatality",10,"Yes",2024-01-07 07:00:00,"2023"
34530,2023-12-11 10:00:00,2023-09-12 17:00:00,"22:48:00","Hyderabad",429,"HOMICIDE",18,"F","None","Other Crime",12,"No",NA,"2023"
34531,2023-12-11 07:00:00,2023-09-12 18:00:00,"20:29:00","Surat",209,"IDENTITY THEFT",35,"F","Poison","Violent Crime",17,"No",NA,"2023"
34532,2023-12-11 02:00:00,2023-09-12 19:00:00,"11:31:00","Vasai",465,"ASSAULT",76,"F","Other","Violent Crime",8,"No",NA,"2023"
34533,2023-12-12 16:00:00,2023-09-12 20:00:00,"14:38:00","Hyderabad",229,"EXTORTION",18,"F","Poison","Other Crime",1,"Yes",2024-02-08 16:00:00,"2023"
34534,2023-12-10 13:00:00,2023-09-12 21:00:00,"11:38:00","Lucknow",372,"ROBBERY",42,"F","Blunt Object","Violent Crime",16,"No",NA,"2023"
34535,2023-12-12 20:00:00,2023-09-12 22:00:00,"11:21:00","Lucknow",376,"ASSAULT",60,"F","Explosives","Violent Crime",10,"No",NA,"2023"
34536,2023-12-12 14:00:00,2023-09-12 23:00:00,"20:59:00","Lucknow",114,"CYBERCRIME",59,"F","Firearm","Other Crime",16,"No",NA,"2023"
34537,2023-12-10 09:00:00,2023-10-12,"02:57:00","Indore",279,"COUNTERFEITING",75,"F","Explosives","Other Crime",1,"No",NA,"2023"
